codigo_producto,producto,n_organismos,n_ordenes,n_lineas,gasto_total
46181605,Calzado protector contra materias peligrosas,1,1,1,186500
30103604,Revestimiento o láminas de madera,1,1,1,861000
43232407,Software de arquitectura del sistema y análisis de,1,1,1,49440
42231506,Dispositivos para fijar tubo nasoentérico,1,1,1,90000
42201717,Almohadillas ecográficas médicas de transmisión de ultrasonidos,1,1,1,155000
42142505,Porta agujas para la recogida de sangre,1,1,1,49000
42171608,Inmovilizadores de cabeza de servicios médicos de urgencia,1,1,1,119800
43222609,Routers de red,1,1,1,299995
76131602,Limpieza de vertidos o derramamientos de sustancia,1,1,2,854700
60121519,Lápices de cera,1,1,1,42960
60121509,Lápices de cera,1,1,1,64440
11162123,Tejidos de cinta,1,1,1,31680
27112809,Portaútiles,1,1,3,97604
24121503,Cajas para empaquetado,1,1,1,77700
42271706,Compresores para terapia respiratoria,1,1,1,271840
42311513,Vendaje de gel,1,1,1,297000
42312101,Adhesivos para aparatos de ostomía,1,1,1,1526850
42311523,Vendajes de pasta,1,1,1,508950
42295307,Separadores quirúrgicos para la arteria carótida o accesorios,1,1,1,700000
42171702,Mantas de primeros auxilios,1,1,1,158400
24141504,Sellos de seguridad o a prueba de entremetido,1,1,1,100000
42221505,"Catéteres arteriales o intravenosos pediátricos, d",1,1,5,12163000
42292902,Porta agujas de láser quirúrgicas específicas,1,1,1,5353800
60105621,"Materiales educativos sobre el abuso de las drogas, el tabaco o el alcohol",1,1,4,1548900
30102015,Lámina de plástico,1,1,1,136000
41106214,Reactivos para la preparación de bacterias competentes,1,1,5,1572690
30222102,Banco,1,1,1,3949580
42203401,Espirales coronarias,1,1,2,14750000
42272502,Unidades de absorción para aparatos de anestesia c,1,1,2,570000
42201701,Ultrasonido cardiaco o doppler o unidades de eco o,1,1,1,2333333
42295201,Dermátomo o equipos quirúrgicos o accesorios para ,1,1,1,2566416
41121814,"Cubiertas, fundas y cubreobjetos de laboratorio",1,1,1,32000
46151703,Tinta de huellas dactilares,1,1,1,9060
41122808,Bandejas de uso general,1,1,2,156050
60103502,Libros de recursos o actividades del gobierno,1,1,1,55850
85122002,Servicios de higienistas dentales,1,1,2,200000
42221705,Viales de infusión de analgésicos,1,1,3,3235295
41111504,Balanzas de muelle por tracción,1,1,1,215000
48101531,Escalfadores o hervidores de uso comercial para salmón,1,1,1,500000
41112212,Termómetros de superficie,1,1,1,24900
42121509,Termómetros clínicos veterinarios,1,1,1,1012000
41104207,Sistemas de análisis de agua,1,1,1,1428000
52141505,Lavavajillas domésticos,1,1,1,13430000
43222802,Equipo de cuadro de conmutación de circuitos,1,1,1,2800000
41102911,"Bisturíes, porta bisturíes o cuchillas histológicos",1,1,1,103200
42261508,Agujas de autopsia,1,1,3,1149000
42272212,Válvulas de presión espiratoria final positiva (PEEP),1,1,1,998000
42271721,Filtros de concentrador de oxígeno,1,1,1,825000
42221608,Cintas o etiquetas de identificación de tubos arteriales o intravenosos,1,1,1,1251840
41103311,Manómetros,1,1,1,288000
42192501,Tapas para equipo médico,1,1,1,75600
42152012,Piezas o kits de aparatos para radiografías odonto,1,1,8,3983000
44122117,Anillados,1,1,3,189800
42192605,Kits de encapsulación de aneurismas,1,1,5,1554150
42151617,Taladros o brocas dentales,1,1,1,21850
41103808,Mezcladores de plaquetas,1,1,1,10590000
42211805,Espejo de inspección para personas con discapacida,1,1,1,1325000
27131502,Pistola de aire comprimido,1,1,1,895800
41111912,Registradores fisiológicos,1,1,1,785714
49201608,Tensor de mano,1,1,1,312900
42151660,Aplicadores o absorbentes odontológicos,1,1,6,242640
41122403,Espátulas de laboratorio,1,1,1,14000
42312311,Kits desinfectantes,1,1,3,149500
42152213,Modelos de laboratorio dental,1,1,1,22000
42152519,Kits de accesorios de jeringas odontológicas,1,1,1,100000
76111801,Limpieza de embarcaciones o vehículos,1,1,1,406000
42152607,Anillas para instrumental odontológico,1,1,1,1513170
42152217,Unidades de vacío de laboratorio dental o suministros,1,1,1,789076
42311703,Cintas médicas o quirúrgicas para unión de la piel,1,1,1,60000
76121903,"Desintoxicación, eliminación de la toxicidad, deto",1,1,1,3744920
40151604,Compresores de gas,1,1,1,183216
12161604,Catalizadores de descomposición térmica,1,1,2,53450
31201521,Cinta metálica,1,1,1,69500
31201501,Cinta de conductos,1,1,1,117000
52152201,Láminas o papel para forrar estantes,1,1,1,65000
15121508,Aceite para transmisiones,1,1,1,67500
41103024,Condensadores de frío,1,1,1,9600
47131832,Productos antipolvo,1,1,1,216280
41121504,Pipetas de émbolo de un canal manuales de aspiraci,1,1,1,42000
42182008,Mangos de scopios o cargadores de asas del examen ,1,1,1,29000
40142607,Tapas de tubo,1,1,1,26000
41121607,Puntas de pipeta universales,1,1,1,10000
42241604,Yeso vacío,1,1,1,180912
42201708,Gelatinas médicas de ultrasonido o doppler o eco,1,1,1,38525
42143101,Catéteres o kits intrauterinos,1,1,1,148000
78102205,Servicio de mensajería,1,1,1,161556
42251601,"Vigas o tablas de balance, cojines anchos o balancines para rehabilitación o terapia",1,1,1,495000
42142520,Punzones dispensadores,1,1,1,198000
42171906,Cajas de intubación de servicios médicos de urgenc,1,1,4,782000
42143513,Instrumentos otológicos o accesorios,1,1,1,190000
41104803,Evaporadores de laboratorio,1,1,1,453782
42281712,Equipo ultrasónico de limpieza,1,1,1,1484034
41102909,Procesores de tejidos,1,1,1,1600000
51142619,Alcohol aromático de amoniaco,1,1,1,705000
42293508,Suministros y accesorios de irrigación o aspiración otorrinolaringológica,1,1,1,115320
12142101,Gases compuestos de hidrógeno,1,1,1,10836000
52152105,Mamaderas o accesorios,1,1,1,405000
48101903,Vasos de servicio,1,1,3,214000
42294934,Dispositivos endoscópicos de sutura,1,1,6,7958400
42294218,Sets de instrumentos quirúrgicos de otorrinolaring,1,1,3,20300000
42182205,Tapones de punta o sonda de termómetro médico,1,1,1,1100000
41104206,Sistemas de agua ultra pura,1,1,1,1485000
42301506,Estetoscopios de auriculares duales,1,1,1,95000
85111604,Servicios de prevención o control de enfermedades ,1,1,1,52164000
42181719,Transmisores o equipo de telemetría de electrocard,1,1,1,3888000
85122102,Servicios de terapia ocupacional,1,1,1,115488000
40102002,Caldera de tubo de agua,1,1,1,2678000
60101101,Lectores de tarjetas electrónicas,1,1,2,44
23151817,Medios de cromatografía,1,1,1,780000
42281803,Equipos biológicos de esterilización,1,1,3,300000
50192503,Rellenos de sándwich frescos,1,1,1,85840
56121303,Borradores,1,1,1,27720
91111903,Servicios de cuidado de ancianos,1,1,1,64289274
23153008,Artículo de cámara,1,1,2,242550
93141504,Servicios de acogida familiar u orfanatos,1,1,1,39515250
11141602,Desechos y restos plásticos,1,1,1,880042
85122103,Servicios de rehabilitación de drogas o abuso de s,1,1,1,40800000
81112106,Proveedores de aplicaciones,1,1,1,907563
42203202,Simuladores de radioterapia de tomografía informat,1,1,3,38600000
42203605,Software de sistemas de archivado de película radi,1,1,1,21729600
42292601,Dilatadores quirúrgicos o accesorios,1,1,2,672180
24102102,Carrusel para almacenaje,1,1,1,318333
42311704,Dispensadores de cinta médica o quirúrgica,1,1,1,4240919
42242004,Kit de preparación para prótesis de pene,1,1,1,420000
41116006,Reactivos de analizadores de secuencia de ácido de,1,1,1,15778226
22101801,Elevador para una o varias personas,1,1,1,140000
42294712,Monitores de saturación hematocrito o oxígeno de p,1,1,6,35307980
94131603,Servicios de asistencia legal y judicial,1,1,1,4300000
43231602,Software de planificación de recursos empresariale,1,1,1,2360000
47111501,Lavadoras o secadoras para lavandería combinadas,1,1,1,293693
42182602,Lámparas o luces instaladas de examen médico,1,1,1,379800
24122001,Botellas para apretar,1,1,1,85000
31161725,Tuercas abrazaderas,1,1,1,8956
44121631,Distribuidores de pegamento o recambios,1,1,1,4860
41101707,Prensas de laboratorio,1,1,9,2622527
41121604,Puntas de pipeta de referencia,1,1,2,124750
41115703,Cromatógrafos de gases,1,1,1,881701
42192107,Sillas de examen clínico o accesorios,1,1,1,314678
42271906,Equipos de reparar tubos endobronquiales o de traqueotomía,1,1,1,11222222
42272206,Ventiladores de cuidado intensivo pediátricos,1,1,1,716915
42161620,Bombas sanguíneas de la unidad de hemodiálisis,1,1,1,1400560
42201815,Unidades radiográficas médicas para uso diagnóstico general,1,1,1,1781993
41103201,Lavadoras para ingeniería química,1,1,1,608025
41121707,Tubos de ensayo para separador,1,1,15,295600
50192110,Nueces o frutos secos,1,1,1,19880
12142202,Agua pesada,1,1,1,80000
41103205,Estantes para lavadoras o accesorios,1,1,1,168000
42142604,Jeringas médicas con casquillo de catéter,1,1,1,170000
53131505,Chupete de niño,1,1,1,338000
42221801,Cubierta de tabla de brazo intravenoso o arterial,1,1,1,2969600
41122602,Cubreobjetos,1,1,1,30000
48101801,Cubertería de uso comercial,1,1,1,43520
12352501,Formaldehidos,1,1,1,86700
41114802,Instrumentos para comprobación de vidrio,1,1,1,60820
40161803,Papeles de filtro,1,1,1,105710
41121601,Puntas de pipeta con filtro,1,1,1,231168
41112601,Kits de ensayo de frotis manuales,1,1,1,2250000
30101915,Carrete de plástico,1,1,3,323780
42231504,Contenedores o bolsas de nutrición enteral,1,1,1,474400
48101907,Jarras de servicio,1,1,1,2156000
42272001,Laringoscopios o accesorios,1,1,2,1585080
42143605,"Correas o hebillas de sujeción, o accesorios o sum",1,1,1,1560000
26142101,Vasijas de irradiación de especímenes para reactor,1,1,1,335500
42293501,Cánulas o piezas de mano o quistotomes o puntas de irrigación y succión quirúrgica o productos relacionados,1,1,1,675000
41115605,Tiras para ensayos de pH,1,1,1,20800
41105106,Bombas de cromatografía,1,1,1,44000
51151504,Nitrato de pilocarpina,1,1,1,980000
25101604,Camiones de reparto,1,1,1,180000
42272207,Ventiladores de alta frecuencia,1,1,1,975000
39112001,Torre ligera,1,1,1,195066
31241607,Metal en barras redondo,1,1,1,990000
56111903,Unidades de Almacenaje Industrial,1,1,1,1943673
83101602,Suministro de petróleo,1,1,1,1772695
53102305,Pañales para bebé,1,1,1,36308800
42271603,Pantallas o monitores de la función pulmonar en la,1,1,1,1310978
42203410,Fundas protectoras para catéteres cardiovasculares,1,1,1,10050000
30201901,Unidades médicas,1,1,1,6000000
42192002,Accesorios de mesas de examen o de procedimiento p,1,1,1,2300000
42191803,Pesebres o cunas clínicas o camas pediátricas o ac,1,1,1,199335
42201718,Ecógrafos oftalmológicos,1,1,1,1488921
77121704,Servicios de tratamiento de aguas residuales,1,1,1,641700
30201712,Cabina telefónica,1,1,1,790000
42293139,Dispositivos de sujeción de retractores,1,1,1,650000
32101608,Memoria de sólo lectura (ROM),1,1,1,390000
73181003,Servicios de mecanizado electroquímico (ECM),1,1,1,112000
42272301,Resucitadores manuales,1,1,1,250000
42142706,Equipos o compresas o bandejas para el procedimiento urológico,1,1,1,672000
43211720,Kits de verificación de tarjetas de crédito o débi,1,1,1,78412
42183031,Sets de placas seudoisocromáticas o accesorios,1,1,2,379400
41104914,Cuellos de botella o vasos de filtrado,1,1,1,2120000
41116014,Reactivos de analizadores de ionograma urinario,1,1,1,345000
42171802,Equipos de laringoscopio de servicios médicos de urgencia,1,1,1,608012
30171508,Puertas correderas,1,1,1,2275000
24131503,Cámaras frigoríficas,1,1,1,435000
42241503,Protectores de yeso o tablilla,1,1,2,1320000
41104119,Contenedores de recogida de tejido óseo,1,1,1,1720000
40101833,Dispositivo de encendido de calentador o caldera,1,1,1,1720000
55101509,Libros de texto educativos o vocacionales,1,1,16,319866
60141101,Juegos educativos,1,1,1,25482
60141114,Juegos de memoria,1,1,1,60186
39121006,Adaptadores o inversores de potencia,1,1,1,244800
32101602,Memoria RAM dinámica (DRAM),1,1,1,246400
53102401,Medias,1,1,2,324000
12141903,Nitrógeno N,1,1,3,2208761
42131703,Packs quirúrgicos,1,1,4,25482343
42191501,Sistema de tubo neumático clínico,1,1,1,2450980
41112101,Cristales Piezoeléctricos,1,1,1,250000
93161502,Patentes municipales,1,1,7,6654985
42201804,Unidades médicas para radiografías de brazo en C,1,1,1,9453782
42211614,Asientos de inodoros para personas con discapacidad física,1,1,3,853112
46171505,Llaves,1,1,1,66890
41116133,Kits de ensayo de biología molecular o suministros,1,1,2,745896
41116148,Kits de ensayo de citometría de flujo o suministro,1,1,3,74563156
25191502,Sistemas de ensayo o mantenimiento de apoyo terres,1,1,1,232522
42182807,Básculas de plataforma de silla de ruedas,1,1,1,474500
53102706,Uniformes de seguridad,1,1,1,33300
39121309,Cajas eléctricas especiales,1,1,1,317000
53131613,Productos para el cuidado de la piel,1,1,1,366000
42201502,Unidades de tomografía informatizada (TAC o CT) mé,1,1,1,427648740
24141510,Protectores de cables,1,1,5,321620
43222627,Dispositivos de acceso de red digital de servicios integrados (RDSI),1,1,1,75750
85111513,Servicios de desinsectación,1,1,3,120000
42272505,"Tubos, conjuntos de tubos o acoplamientos para tubos de aparatos de anestesia con gas, o accesorios",1,1,1,1039800
42221610,Protectores o tapas o puertos de entrada de clavo de tubería intravenosa,1,1,1,1624000
42131611,Gorras de quirófano,1,1,1,1620000
42281520,Packs de comprobación para esterilizadores de vapo,1,1,1,1690500
42251802,Cajas para levantar o accesorios para rehabilitación o terapia,1,1,7,172840
73151805,Servicios de Laminar,1,1,1,48276
44111515,Organizadores o cajas de almacenamiento de archivos,1,1,2,226320
54111601,Relojes de pared,1,1,1,35950
27111704,Enchufes,1,1,1,44070
42201719,Lociones para la exploración ecográfica médica,1,1,1,327000
42221901,Reguladores de flujo intravenoso con control calibrado,1,1,1,1575000
42181606,Mangas de inflación de presión sanguínea o mangas neumáticas o adaptadores,1,1,1,224000
43201611,Soportes de computador,1,1,1,108000
42131509,Batas de hospital,1,1,1,1392000
44122002,Protectores de hojas,1,1,1,28000
24141511,Amarres de carga,1,1,1,78000
24111508,Saco de tienda,1,1,1,18750
52152203,Escobilla con dispensador de jabón,1,1,1,5970
56101602,Sillas de terraza,1,1,2,143820
49121602,Mesas de camping,1,1,2,131780
52141534,Sandwichera eléctrica de uso doméstico,1,1,1,29990
51191515,Hidroclorotiazida,1,1,1,180000
53112004,Horma de zapatos,1,1,1,195798
24121502,Sacos para empaquetado,1,1,1,39600
47131707,Secadores de mano de uso público,1,1,1,19580
55101503,Catálogos,1,1,1,240000
46182208,Plantillas de zapato,1,1,1,40337
50192501,Sandwiches y canapés con relleno frescos,1,1,1,54000
26121634,Cable de cobre,1,1,1,79960
40142201,Reguladores de gas,1,1,1,29990
52151617,Cucharas de madera de uso doméstico,1,1,1,1800
52152006,Bandejas o fuentes domésticas,1,1,1,1990
40151607,Compresores refrigerantes,1,1,1,236000
51101525,Peróxido de benzoil,1,1,1,1320000
51101811,Ketoconazol,1,1,1,2186500
51161629,Clorhidrato de cetirizina,1,1,1,525500
51161639,Clorhidrato de olopatadina,1,1,1,72120
51212006,Valeriana,1,1,1,30600
55101520,Hojas o Folletos de Instrucciones,1,1,1,240000
52151614,Coolers,1,1,1,160000
31211905,Mezcladores de pintura,1,1,1,2500
44121632,Afilador de tijeras,1,1,1,7870
44121624,Tijeras,1,1,1,12110
60121204,Pintura de témpera lavable,1,1,5,355140
60121226,Pinceles de acuarela,1,1,1,26780
51151613,Bromhidrato de escopolamina,1,1,1,700000
42131608,Uniformes para el personal sanitario,1,1,3,790943
51121737,Clorhidrato de benazepril,1,1,1,7020000
49201503,Bicicletas estáticas,1,1,1,173958
30151901,Toldos,1,1,1,216000
42295417,Asas de luces quirúrgicas o tapas,1,1,1,808800
13111045,Acetato polivinilo,1,1,1,2300000
42141605,Cuencos o tazones médicos para mezclar o para soluciones,1,1,1,73200
42292903,Porta agujas de láser quirúrgicas de uso general,1,1,1,777330
43221525,Sistemas de intercomunicadores,1,1,1,238170
41121815,Adaptadores o conectores de laboratorio o accesorios,1,1,1,270000
42291604,"Sierras de mano, seguetas o mangos de sierra quirú",1,1,2,15920000
42181608,Accesorios de instrumental de medición de la tensión arterial,1,1,1,560000
42295115,Taburetes rodantes de cirujano o accesorios,1,1,1,35200
42182409,Analizadores de audífonos o de sistemas de prueba,1,1,1,54250000
41116131,Discos o paneles de pruebas de identificación o sensibilidad microbiológicas o bacteriológicas,1,1,4,1681400
50192111,Charqui u otras carnes secas o procesadas,1,1,1,5226
41115808,Accesorios o suministros de analizadores químicos,1,1,1,798000
42142529,Bandejas o soportes para agujas,1,1,1,3104400
42294901,Posicionadores o sujetadores de instrumento o endoscopio,1,1,1,2700000
41106302,Kits de reacción en cadena de la polimerasa (PCR) para genes específicos,1,1,1,372000
42231601,Tubos de gastrostomía para uso general,1,1,1,94500
42182001,Especulo de examen rectal o anal,1,1,1,2448000
42161622,Desinfectantes o agentes de limpieza de la unidad ,1,1,1,2250000
42294721,Punzones aórticos,1,1,1,224000
23151806,Filtros o ultrafiltros farmacéuticos,1,1,1,175000
42281706,Lubricantes de instrumentos,1,1,1,88000
56111509,Paquetes de oficina técnica modulares,1,1,1,3450719
26101723,Bote de vapor de combustible,1,1,2,2800000
42293119,Retractores abdominales,1,1,1,440000
42294915,Instrumento difusor endoscópico,1,1,1,390000
42182310,Electromiógrafos,1,1,2,700000
42221702,Bolsas de traslado o recipientes de infusión intravenosa o arterial,1,1,1,770000
42231602,Tubos de gastrostomía endoscópicos percutáneos,1,1,1,624500
42203408,Kits de recubrimiento cardiovascular,1,1,2,1006740
72102801,"Renovación de edificios, casas, señales y monumentos",1,1,3,1585000
43201616,Torres de disposición de discos duros,1,1,1,439920
43222611,Unidades de servicio de datos o canales de red,1,1,1,2835750
86131602,Escuela de baile o danza,1,1,1,864000
46182001,Máscaras o accesorios,1,1,2,510956
41112303,Comprobadores de humedad por temperatura,1,1,1,2550000
56112101,"Sillas de uso especial, para auditorios o estadios",1,1,1,512400
41104510,Armarios o estufas de secado,1,1,1,792800
44111911,Pizarras blancas interactivas o accesorios,1,1,1,73000
41104512,Accesorios para estufas de laboratorio,1,1,1,204810
41103302,Hidrómetros para ácido de baterías,1,1,1,1304424
41114201,Cintas de medir,1,1,1,3600000
12161507,Reactivo Cupferrón,1,1,1,459000
42281506,Dispositivos o accesorios con motor para la limpieza de instrumentos,1,1,1,854135
42182014,Accesorios de otoscopia u oftalmoscopia,1,1,1,136000
70111503,Servicios de poda de árboles,1,1,1,294118
86111504,Programas o cursos no diplomados a distancia,1,1,1,1320000
43231511,Software de sistema experto,1,1,1,784000
42294916,Filtros endoscópicos de insuflación,1,1,1,525000
42171502,Etiquetas triage de servicios médicos de urgencia,1,1,1,1510000
42182702,Cintas métricas médicas,1,1,1,12375000
42202005,Paquete de procedimiento de trazado linfático,1,1,1,398000
31162104,Anclajes de tornillo,1,1,3,678812
60104006,Materiales de pruebas de bacterias,1,1,5,1547000
73101607,Servicios de producción de etileno o metanol o der,1,1,1,447048
42271905,Tubos endobronquiales,1,1,1,31000
42271902,Tubos esofágicos,1,1,1,32900
42271912,Tubos nasofaríngeos,1,1,1,32900
26101750,Válvula de estrangulación,1,1,1,210000
30141511,Película de ventana,1,1,1,200000
41112210,Termómetros de tele indicación,1,1,1,134850
60121701,Timbres para estampar,1,1,1,34796
10151904,Semillas de girasol,1,1,3,130000
11141601,Desechos y restos textiles,1,1,1,693600
50192801,"Empanadas, tartas y pies frescos",1,1,1,19160
50101541,Champiñones,1,1,2,41256
10151804,Semillas o almácigos de clavo de olor,1,1,1,2244
10151505,Semillas o almácigos de zapallo italiano,1,1,1,30043
47131602,Paños de limpieza absorbente,1,1,1,97920
50192402,Pastas de untar,1,1,1,36000
44101604,Cartones protectores,1,1,1,120000
55121807,Fundas de productos de identificación o accesorios,1,1,1,53000
56121703,Gabinetes,1,1,1,48900
15101506,Gasolina,1,1,1,451886
44103101,"Cintas de cartuchos para impresoras, fax o fotocopiadoras",1,1,4,770000
47131815,Limpiador de desagüe,1,1,1,135840
43202001,Discos compactos (CD),1,1,1,72000
60121302,Cuchillo cartonero,1,1,1,23710
42132104,Almohadas antimicrobianas de hospital,1,1,1,90000
42132103,Protege sábanas impermeables para pacientes,1,1,1,200000
30181506,Urinarios,1,1,1,76000
41103206,Detergentes de laboratorio,1,1,1,530100
41116001,Reactivos de analizadores de aminoácidos,1,1,18,9878034
42181701,Unidades de electrocardiografía (ECG),1,1,1,40500
52121509,Sábanas,1,1,1,483000
81112006,Servicios de almacenamiento de datos,1,1,1,1220664
13101708,Silicona VMQ y PMQ y PVMQ,1,1,1,16800
13111002,Resina fenólica,1,1,1,211480
42151807,Puntas de torno o pulidor dental,1,1,1,153000
42151604,Útiles de colocación de compuestos,1,1,2,477600
45111620,Proyectores multimedia,1,1,1,274490
42295437,Sets o armarios de utensilios quirúrgicos o acceso,1,1,1,360000
42182006,Especulo de examen orofaríngeo o laríngeo,1,1,3,155520
42295463,Catéteres uretrales,1,1,3,2829380
41103809,Mezcladores de hematología o química,1,1,1,674500
52152016,Vajilla de uso doméstico,1,1,1,730000
52151703,Tenedores domésticos,1,1,1,320000
52151705,Portas cubiertos o cucharas,1,1,2,590000
52152102,Vasos para beber domésticos,1,1,1,1020000
48101813,Batidores de uso comercial,1,1,2,72700
40142504,Colador de vapor,1,1,1,13780
23101509,Lijadoras,1,1,1,33080
52151606,Tabla para cortar o picar,1,1,2,83800
52151622,Manga de decoración de repostería de uso doméstico,1,1,1,20890
52151605,Abrelatas o sacacorchos,1,1,1,58600
23153015,Artículo de alimentación,1,1,3,924960
41104020,Bandeja de fluencia de elementos calcinados,1,1,1,91960
42292403,Mango de trinquete quirúrgico,1,1,1,76000
26121606,Cable coaxial,1,1,2,690000
52101512,Alfombrilla de silla,1,1,2,5042017
41122605,Aceite de inmersión para microscopio,1,1,1,24000
42142521,Agujas para extracción de sangre,1,1,4,1005200
42152503,Suministros de dique dental,1,1,1,67020
53111602,Zapatos de mujer,1,1,1,344000
42312005,Adhesivos o colas para el cierre de piel,1,1,1,283940
11151702,Hilo de algodón,1,1,1,445000
23171906,Herramientas de Montaje o Desmontaje,1,1,4,420500
42312310,Frascos limpiadores,1,1,1,830500
51171608,Glicerina,1,1,1,4030000
31171526,Almohadillas de cojinete,1,1,2,1260000
39101801,Filamento para ampolleta,1,1,1,178500
43212107,Trazadoras de gráficos,1,1,1,231664
43211509,Computadores portátiles tipo Tablet PC,1,1,1,61362
44111521,Sujetapapeles,1,1,1,7200
14111606,Papel artístico o papel Kraft,1,1,1,5000
31201505,Cinta adhesiva de doble cara,1,1,1,45650
42152403,"Aleaciones fundidas de cobalto, cromo, molibdeno p",1,1,7,4056000
41113310,Analizadores de ácidos grasos,1,1,1,852000
42152453,Compuestos de restauración dental,1,1,1,374155
40151616,Kits de compresor,1,1,1,200000
27112110,Pinzas de anillo de retención,1,1,2,976800
50161510,Sacarina,1,1,1,1539390
50101542,Harina vegetal,1,1,1,5093200
42142512,Agujas de fístula,1,1,2,209900
42295504,Implantes neuroquirúrgicos,1,1,1,280000
42143106,Kits de drenaje ginecológico o accesorios,1,1,1,526500
42143607,Sensores o alarmas de movimiento del paciente o accesorios,1,1,1,85690
42251606,Tablas de talco para rehabilitación o terapia,1,1,1,264000
27112011,Mangas de herramientas,1,1,1,1551000
12164504,Edulcorantes,1,1,1,466800
42181601,Unidades de presión sanguínea aneroide,1,1,1,3780000
31191504,Telas abrasivas,1,1,1,1605000
42312008,Quita grapas o quita grampas médicas,1,1,2,216000
47131804,Productos de limpieza de amoniaco,1,1,1,442500
42295308,Sets de perfusión coronaria,1,1,1,2180000
12164502,Esencias o extractos,1,1,13,1220884
41122106,Dispositivos de inoculación,1,1,1,11000
42311901,Accesorios para el drenaje médico de incisión,1,1,1,1240000
42221605,Válvulas de retención de tubería arterial o intravenosa,1,1,1,3150000
42295405,"Introductores, pernos guía, alambres guía o alambres deslizantes para operaciones no endoscópicas o a corazón abierto",1,1,1,3252600
85121607,Servicios psiquiátricos,1,1,3,48360000
24111505,Contenedores a granel intermedios flexibles,1,1,1,722500
11162101,Tela o tejido de estopilla,1,1,2,4512880
83101506,Servicios de tratamiento de agua,1,1,1,41040000
40102004,Calderas de gas natural,1,1,2,72268908
85121603,Servicios de cardiología,1,1,8,423429924
85122106,Kinesiología,1,1,1,6914400
85121605,Servicios de gastroenterólogos,1,1,1,62500000
42251619,Arcillas de cerámica terapéuticas o accesorios,1,1,1,6750
42151630,Instrumentos de colocación dental,1,1,4,406000
42152703,Pernos o puntales dentales o suministros relaciona,1,1,7,1024650
42131603,Blusas o blusones para el personal sanitario,1,1,1,2080000
31241806,Filtros de película de plástico,1,1,1,1200000
42181501,Depresores de la lengua o palas o palos,1,1,1,1476000
42295501,Implantes cardiovasculares,1,1,2,24924000
42261512,Sierras de autopsia,1,1,1,1024400
31242105,Identificadores de fibra óptica,1,1,1,1200000
60104202,Kits de muestreo y testeo del agua,1,1,1,971480
42295423,Contadores de esponjas o cortantes quirúrgicos,1,1,1,900000
44121715,Conjunto de lápiz o bolígrafo,1,1,7,751600
42241811,Fajas para hernia,1,1,1,179800
12352104,Alcoholes o sus sustitutos,1,1,3,948000
42161801,Unidades de hemodiálisis arteriovenosa continua (CAVHD) o productos relacionados,1,1,2,1207380
42142610,Jeringas de medicación oral de liquido,1,1,3,141700
20121301,Tapón obturador,1,1,1,280000
42161505,Recipientes o sacos de drenaje de diálisis peritoneal,1,1,1,300000
42312102,Aparatos de ostomía,1,1,1,541800
12142004,Gas Argón Ar,1,1,1,3379176
42312204,Dispositivos para capturar sutura,1,1,1,637500
42161506,Anastomosis de diálisis peritoneal o catéteres o de acceso a aparatos interiores,1,1,1,1380000
90121503,Servicio de fletes,1,1,1,1588235
42293102,Ganchos quirúrgicos de retractación,1,1,3,276000
93141507,Servicios de administración de trabajo social,1,1,1,1200840
85121703,Servicios de podiatras,1,1,1,2940000
10161503,Cacaos,1,1,1,6892
41115809,Analizadores de coagulación,1,1,1,702000
41103715,Accesorios o suministros para baños de laboratorio,1,1,1,9600
41111711,Microscopios de electrones,1,1,5,149450
52141510,Ventiladores,1,1,1,67220
72102602,"Instalación de ventanas, puertas o accesorios",1,1,3,127500
39121533,Piezas de interruptor y accesorios,1,1,2,108000
41102401,Quemadores de gas,1,1,2,256000
30181515,Estanque del WC,1,1,1,14700
30111502,Hormigón conductor,1,1,1,21000
39111518,Luz de mano o de extensión,1,1,1,27000
31162808,Barras de emergencia,1,1,2,67000
56101536,Trípodes de instrumentos,1,1,1,33000
27112126,Alicates planos,1,1,1,79000
30161602,Paneles para techos,1,1,1,465000
60121150,Papel Crepé,1,1,2,98380
46181809,Parches para el ojo,1,1,1,140000
42312203,Botones o puentes de sutura o accesorios relacionados,1,1,2,53500
82131604,Estudio fotográfico,1,1,1,206896
42295121,"Microscopios, recodos o aumentadores quirúrgicos o accesorios",1,1,1,1424159
41105509,Kits de cuantificación de ácidos nucleícos,1,1,1,11760000
50112003,Carnes estables sin refrigerar procesadas y preparadas,1,1,1,66000
42251608,"Bandas para ejercicios de resistencia, masilla o tubos para rehabilitación o terapia",1,1,3,798000
41116201,Monitores o medidores de glucosa,1,1,1,6480000
41116007,Reactivos de analizadores toxicológicos,1,1,3,1462500
52161510,Equipo de música,1,1,1,200000
60121411,Paneles acrílicos para marcos,1,1,1,280000
41102406,Placas térmicas de laboratorio,1,1,1,879978
41113601,Amperímetros,1,1,1,719490
41115309,Luxómetros,1,1,1,234231
41113638,Osciloscopios,1,1,1,2675515
41113613,Registradores de valor eléctricos,1,1,1,11425521
42202501,Unidades de tomografía informatizada por emisión de fotones simples (SPECT) médica,1,1,1,749000000
46181706,Piezas de casco o accesorios,1,1,2,36980
46181602,Calzado protector contra materias peligrosas,1,1,1,171520
46181525,Ropa impermeable protectora o ropa para ambiente húmedo,1,1,1,46900
42171917,Estuches o bolsas de primeros auxilios para los servicios médicos de urgencias o accesorios,1,1,1,24120
51111904,Paclitaxel,1,1,1,5138640
51141919,Alprazolam,1,1,1,27000
